시도,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당 
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
전라북도,181,25,1,0,0,0,0,0,0,0,0,2
전라북도,1270,86,13,0,4,0,0,0,0,0,2,11
전라북도,364,42,10,0,4,0,1,0,0,0,0,1
전라북도,298,27,4,0,6,0,0,0,0,0,0,3
전라북도,983,91,12,1,2,1,1,0,0,0,0,1
전라북도,480,74,8,0,6,1,1,0,0,0,1,5
전라북도,1148,138,17,0,2,0,0,0,0,0,0,7
전라북도,368,49,6,0,5,0,0,0,1,1,0,1
전라북도,279,54,3,0,3,0,0,0,0,0,0,3
전라북도,699,87,5,1,0,0,1,0,0,2,0,4
전라북도,317,68,5,0,1,0,0,0,0,5,0,3
전라북도,899,54,9,1,0,0,0,0,0,2,2,1
전라북도,382,49,3,0,3,0,0,0,0,0,1,3
전라북도,966,92,8,1,4,1,0,1,0,1,2,6
전라북도,277,42,8,0,4,1,0,0,0,0,0,2
전라북도,263,34,5,0,1,0,0,0,0,1,1,5
전라북도,5774,741,90,3,36,1,2,3,1,6,0,6
전라북도,235,49,3,0,4,0,0,0,1,0,0,0
전라북도,289,68,3,0,6,0,0,0,2,0,1,0
전라북도,576,94,9,0,8,0,0,0,0,3,0,2
전라북도,425,75,4,0,4,1,0,0,2,0,0,2
전라북도,1083,170,17,0,2,0,0,0,1,1,0,1
전라북도,804,149,17,0,11,0,0,0,0,1,0,0
전라북도,344,36,10,0,1,0,0,0,0,0,3,4
전라북도,682,95,6,1,1,1,0,1,1,0,2,3
전라북도,405,54,8,0,4,1,0,0,0,1,3,3
전라북도,923,124,12,1,3,2,0,0,1,0,1,8
전라북도,203,26,4,0,3,0,0,0,1,0,0,2
전라북도,138,29,3,0,1,0,0,0,0,0,1,2
전라북도,220,28,2,0,0,0,0,0,0,0,0,3
전라북도,1756,177,33,1,15,2,0,0,1,1,0,1
전라북도,398,87,9,0,3,0,0,1,0,0,0,3
전라북도,1050,92,17,1,6,0,1,0,1,0,0,0
전라북도,338,61,5,0,4,0,0,0,0,1,2,2
전라북도,278,22,1,0,0,0,0,0,0,0,0,4
전라북도,197,25,3,0,2,0,0,1,0,0,0,2
전라북도,892,129,11,0,2,0,0,0,1,1,0,3
전라북도,394,66,4,0,3,0,0,1,0,0,0,3
전라북도,1311,186,14,2,6,0,0,0,0,1,0,5
전라북도,325,83,5,0,3,0,0,0,0,0,0,4
전라북도,688,80,8,0,4,0,0,0,0,1,1,0
전라북도,894,102,7,0,4,0,1,0,1,3,1,4
전라북도,411,66,2,0,2,0,0,0,0,0,0,6
전라북도,1001,131,9,2,4,0,0,0,0,1,1,5
전라북도,425,60,5,0,1,0,0,0,1,0,0,5
전라북도,829,129,11,1,9,0,0,0,0,0,0,4
전라북도,296,36,3,0,4,0,0,0,0,0,0,3
전라북도,1081,125,17,1,5,2,0,0,0,2,0,5
전라북도,432,69,6,0,3,0,0,0,1,1,0,4
전라북도,1053,124,7,0,3,2,0,0,0,0,2,5
전라북도,452,69,10,0,6,1,0,0,1,0,0,1
전라북도,341,40,6,0,1,1,0,2,0,1,1,3
전라북도,103,19,1,0,2,0,0,0,0,0,0,1
전라북도,83,1,0,0,0,0,0,0,0,0,0,0
전라남도,1094872,145549,16279,672,8322,473,179,304,296,1917,507,2246
전라남도,3599,291,40,2,13,0,0,0,2,7,1,3
전라남도,579,82,11,0,9,0,0,0,0,1,0,2
전라남도,381,47,10,0,5,0,0,0,0,0,0,1
전라남도,573,73,13,1,5,1,0,0,0,0,0,0
전라남도,477,78,9,2,6,0,0,0,0,2,0,1
전라남도,2255,210,21,1,14,0,0,0,1,3,1,1
전라남도,515,82,11,0,2,0,0,1,0,0,1,0
전라남도,388,49,3,0,5,0,0,0,0,0,0,0
전라남도,1661,144,15,2,3,1,0,0,0,2,0,4
전라남도,336,53,5,0,2,0,0,0,1,0,0,0
전라남도,513,58,7,1,3,0,1,0,0,0,0,2
전라남도,3127,288,59,2,12,1,0,0,0,6,1,2
전라남도,720,128,13,0,7,0,1,0,0,2,0,1
전라남도,952,123,17,0,11,0,0,0,0,3,0,1
전라남도,2634,205,36,1,17,0,1,0,0,1,0,3
전라남도,875,103,33,0,8,0,0,0,0,0,0,0
전라남도,906,128,19,0,7,0,0,0,0,1,0,0
전라남도,3782,304,55,1,24,3,0,0,2,4,0,2
전라남도,396,42,8,0,3,0,0,0,0,0,0,0
전라남도,655,92,12,0,6,0,0,0,0,1,0,0
전라남도,790,96,9,1,7,0,0,0,0,0,0,0
전라남도,683,71,14,1,6,1,0,0,0,0,0,0
전라남도,2090,194,19,0,3,0,0,0,1,6,1,2
전라남도,795,130,21,1,12,0,0,0,0,2,0,0
전라남도,2579,298,39,2,14,0,0,0,1,1,0,3
전라남도,529,63,10,0,3,0,0,0,0,1,0,0
전라남도,421,75,8,0,5,1,0,0,0,0,2,1
전라남도,419,69,12,1,3,0,0,1,0,0,0,0
전라남도,2105,157,12,0,13,1,1,1,1,1,0,6
전라남도,503,77,7,0,4,0,0,0,0,0,0,0
전라남도,322,35,7,0,4,0,0,0,0,1,0,0
전라남도,2965,217,31,0,6,0,0,1,0,4,0,0
전라남도,559,90,5,0,4,0,0,0,0,1,0,0
전라남도,485,48,7,0,14,0,0,0,0,0,0,0
전라남도,1193,98,6,0,6,0,0,0,0,3,1,1
전라남도,410,35,5,0,5,0,0,0,0,0,0,1
전라남도,1826,152,16,1,5,3,1,1,1,0,0,5
전라남도,256,33,5,0,1,0,0,0,1,0,0,1
전라남도,300,30,5,0,1,0,0,0,0,0,1,1
전라남도,88,20,1,0,2,0,0,0,0,0,1,0
전라남도,63,13,0,0,1,0,0,0,0,0,0,0
전라남도,76,4,0,0,0,0,0,0,0,0,1,1
전라남도,1273,118,16,1,4,0,0,0,0,2,0,2
전라남도,245,32,3,0,3,1,0,0,1,0,0,1
전라남도,304,59,6,0,5,0,0,0,0,0,0,0
전라남도,3083,287,33,0,11,0,0,0,1,2,0,2
전라남도,1059,133,25,0,10,0,0,0,1,0,0,3
전라남도,408,69,4,0,16,0,1,0,0,1,0,0
전라남도,405,55,6,0,2,0,0,0,0,1,0,0
전라남도,5302,423,72,4,25,0,1,0,0,3,0,2
전라남도,637,103,8,1,11,0,0,0,0,0,0,0
전라남도,766,71,19,0,9,0,0,0,0,0,0,0
전라남도,813,93,14,1,3,1,0,0,0,1,0,0
전라남도,972,71,17,2,7,0,0,0,0,1,0,1
전라남도,3168,296,44,0,14,2,0,1,0,5,0,1
전라남도,446,77,6,0,3,0,0,2,0,0,0,1
전라남도,715,112,12,0,5,0,0,0,0,1,0,0
전라남도,965,134,18,1,7,0,0,0,0,1,0,0
전라남도,4611,416,50,1,15,3,0,2,0,3,1,5
전라남도,578,73,12,1,11,0,0,1,0,2,0,3
전라남도,400,60,7,3,8,0,0,0,0,1,1,0
전라남도,1004,121,16,0,9,0,0,0,0,3,0,0
전라남도,1514,182,30,0,11,0,0,2,0,1,0,0
전라남도,928,116,19,0,9,0,0,0,0,0,0,0
전라남도,3856,359,45,3,24,1,1,0,0,7,0,2
전라남도,554,70,17,0,9,2,0,0,0,1,0,0
전라남도,692,145,15,0,21,0,0,0,2,0,0,1
전라남도,1042,128,11,2,8,0,0,0,0,2,0,0
전라남도,4103,472,50,1,30,2,0,2,0,2,1,2
전라남도,905,138,21,1,8,1,0,0,0,1,0,0
전라남도,689,91,9,1,4,0,0,0,0,2,1,0
전라남도,926,137,13,0,12,0,0,0,0,2,0,3
전라남도,1016,167,24,1,13,0,0,0,0,1,0,0
전라남도,2337,270,35,1,17,2,0,0,0,2,1,3
전라남도,428,36,6,1,2,0,1,0,1,1,0,1
전라남도,440,61,12,0,7,0,0,0,0,0,0,0
전라남도,4497,445,64,3,15,1,2,1,0,1,1,2
전라남도,1181,156,29,0,13,0,0,0,0,1,0,0
전라남도,815,127,19,0,9,0,0,0,0,1,0,0
전라남도,3955,370,46,2,19,2,0,0,0,6,2,0
전라남도,452,64,14,0,5,0,0,0,0,3,0,0
전라남도,333,33,3,0,4,0,0,0,0,1,0,0
전라남도,792,123,15,1,3,0,0,0,0,1,0,0
전라남도,5784,656,100,3,29,1,0,0,1,8,0,1
전라남도,662,86,12,0,5,0,0,0,0,0,0,0
전라남도,775,121,24,0,11,1,0,0,1,1,0,1
전라남도,1176,172,19,1,10,0,0,0,0,0,1,2
전라남도,468,118,15,0,3,1,0,0,0,1,0,0
전라남도,821,166,21,1,5,1,0,0,0,0,0,0
전라남도,2008,169,17,5,5,1,1,0,0,1,0,5
전라남도,410,50,2,0,4,0,0,0,0,0,1,1
전라남도,645,81,11,0,4,0,0,0,0,0,0,1
전라남도,516,51,8,0,2,0,0,0,0,1,0,5
전라남도,478,39,2,0,3,1,0,0,1,1,0,4
전라남도,1568,201,18,0,20,0,1,0,0,1,0,0
전라남도,5403,484,60,6,24,5,0,0,2,10,2,7
전라남도,421,50,7,0,9,0,0,0,0,0,0,3
전라남도,394,45,5,0,2,0,0,2,0,0,0,1
전라남도,495,41,6,0,3,0,0,0,0,1,0,2
전라남도,309,46,8,0,2,0,0,0,0,0,0,0
전라남도,1635,276,18,0,22,0,1,0,1,1,0,4
전라남도,1934,274,29,0,18,1,0,0,0,3,0,0
전라남도,2105,148,20,2,8,1,0,1,0,0,0,9
전라남도,651,83,12,0,6,0,0,0,0,2,0,1
전라남도,272,45,4,1,2,0,0,0,0,1,2,2
전라남도,313,34,2,0,0,0,0,0,0,1,0,5
전라남도,112,11,1,0,3,0,0,0,0,0,0,0
전라남도,2396,198,36,1,9,3,0,4,2,2,0,10
전라남도,403,52,6,2,5,0,0,0,0,1,0,3
전라남도,349,37,4,0,1,0,0,0,0,2,1,2
전라남도,443,67,4,0,2,0,0,0,0,1,0,1
전라남도,413,46,7,1,0,0,0,0,1,0,0,3
전라남도,631,62,7,0,3,0,0,2,0,0,2,1
전라남도,151,24,4,0,3,1,0,0,0,0,0,4
전라남도,95,6,2,0,0,0,1,0,0,0,0,0
전라남도,123,5,2,0,0,0,0,0,2,0,0,1
전라남도,67,4,2,0,0,0,0,1,0,0,0,0
전라남도,135,14,1,0,0,0,0,0,0,0,0,3
전라남도,200,20,3,1,0,0,0,0,0,0,0,6
전라남도,305,28,3,0,1,0,0,0,0,2,0,1
전라남도,69,7,2,0,0,0,0,0,0,0,1,1
전라남도,278,14,2,0,1,0,1,0,0,0,0,2
전라남도,67,6,0,0,1,0,0,0,0,0,0,2
전라남도,43,1,0,0,0,0,0,0,0,0,0,0
전라남도,147,9,1,0,0,0,0,0,0,0,0,6
전라남도,10,0,0,0,0,0,0,0,0,0,0,0
전라남도,53,6,0,0,0,0,0,0,0,0,0,3
전라남도,125,6,1,0,0,0,0,0,1,0,0,0
전라남도,38,2,1,0,0,0,0,0,0,0,0,0
전라남도,21,0,0,0,0,0,0,0,0,0,0,0
전라남도,21,1,0,0,0,0,0,0,0,0,0,1
전라남도,24,2,0,0,0,0,0,0,0,0,0,0
전라남도,394,57,3,0,3,0,0,0,0,1,0,0
전라남도,98,16,1,0,1,0,0,0,0,0,0,1
전라남도,169,20,4,0,0,0,0,0,0,1,1,0
전라남도,157,24,1,0,1,0,0,0,0,0,0,3
전라남도,82,23,1,0,1,0,0,1,0,0,0,1
전라남도,1768,195,18,2,10,0,1,0,0,2,0,0
전라남도,490,78,4,0,3,0,0,0,0,0,0,1
전라남도,242,46,6,0,7,0,0,0,2,0,0,1
전라남도,249,28,4,0,2,0,0,0,0,0,0,0
전라남도,1521,171,8,1,5,0,0,0,1,1,1,0
전라남도,264,29,5,0,5,0,0,0,0,0,0,0
전라남도,345,60,2,0,15,0,0,0,0,0,1,1
전라남도,2418,256,26,2,11,3,0,0,1,1,0,2
전라남도,491,65,10,1,8,0,0,0,0,0,0,0
전라남도,396,56,3,0,3,0,0,0,0,0,0,2
전라남도,1183,99,7,0,5,0,0,0,0,1,0,2
전라남도,347,41,2,1,7,0,1,0,0,0,0,1
전라남도,502,39,10,0,7,0,0,0,0,0,0,2
전라남도,2668,222,18,1,5,2,0,1,0,5,3,5
전라남도,419,40,5,1,1,0,0,0,2,1,0,2
전라남도,360,38,2,1,4,0,0,0,0,0,0,0
전라남도,701,113,15,1,9,0,0,0,0,0,1,0
전라남도,1876,164,15,3,9,0,0,1,0,4,1,2
전라남도,288,54,2,1,1,0,0,0,0,0,0,0
전라남도,509,83,5,2,4,0,0,1,0,0,0,2
전라남도,2510,216,22,1,12,1,0,0,1,2,0,2
전라남도,459,53,3,0,7,0,0,0,0,0,0,1
전라남도,418,46,10,1,0,0,0,0,0,0,0,0
전라남도,430,41,5,0,1,0,1,0,0,0,2,3
전라남도,4001,383,29,2,25,1,1,0,1,1,0,2
전라남도,396,49,3,0,3,0,0,0,1,0,0,0
전라남도,548,68,6,0,7,0,0,0,0,1,0,0
전라남도,803,101,15,0,6,0,0,0,1,0,1,0
전라남도,854,85,6,0,10,0,0,0,0,1,0,2
전라남도,2918,343,31,1,25,0,0,0,0,3,1,0
전라남도,466,86,6,0,9,0,0,0,1,0,0,0
전라남도,657,98,9,0,7,0,0,0,0,0,0,0
전라남도,249,14,5,0,3,1,0,0,1,0,0,0
전라남도,49,1,0,0,1,0,0,0,0,0,0,0
전라남도,5038,511,64,0,30,1,0,2,0,4,1,1
전라남도,623,99,14,0,7,0,0,0,0,1,0,0
전라남도,713,122,11,0,13,0,0,0,0,1,0,0
전라남도,886,143,16,0,9,0,0,0,0,1,0,0
전라남도,849,123,12,0,14,0,0,0,0,0,0,2
전라남도,899,152,16,1,8,0,0,0,0,0,0,0
전라남도,737,95,12,0,9,0,1,0,0,0,1,0
전라남도,5272,581,44,1,22,0,0,2,0,4,1,1
전라남도,469,41,4,0,2,0,0,0,0,0,0,1
전라남도,798,91,16,0,9,0,0,0,0,1,0,1
전라남도,1046,190,15,0,8,0,1,0,0,2,0,0
전라남도,1081,138,15,2,7,0,0,0,0,3,0,0
전라남도,760,103,7,0,13,0,0,1,2,1,2,2
전라남도,1241,168,17,0,8,1,0,0,0,1,0,0
전라남도,4510,493,73,0,37,2,0,1,1,7,1,5
전라남도,671,164,15,0,7,0,0,1,0,1,1,0
전라남도,610,81,4,0,10,0,0,0,0,1,1,4
전라남도,618,88,7,0,9,0,0,0,0,1,0,0
전라남도,535,100,6,0,10,0,0,0,0,0,0,0
전라남도,3890,366,45,1,32,0,0,3,0,2,0,3
전라남도,372,60,13,0,8,0,0,0,0,2,0,0
전라남도,847,154,19,0,11,1,0,0,0,1,0,1
전라남도,718,109,11,0,6,0,0,0,0,1,0,0
전라남도,3021,389,30,0,13,1,0,0,1,1,0,3
전라남도,925,127,17,0,12,0,1,0,0,0,0,1
전라남도,896,250,20,1,8,0,0,0,0,1,0,0
전라남도,370,35,5,0,1,0,0,0,0,1,0,2
전라남도,9071,1137,116,5,43,1,0,2,0,9,0,3
전라남도,512,107,6,0,6,0,0,1,0,1,0,0
전라남도,939,186,15,1,14,0,0,0,0,0,2,0
전라남도,1014,193,11,0,10,1,0,0,1,1,1,1
전라남도,954,187,16,1,7,0,0,0,0,1,0,1
전라남도,1178,196,15,0,10,0,1,0,0,1,0,2
전라남도,818,135,11,0,10,0,1,0,0,1,0,0
전라남도,1386,220,23,1,10,0,1,0,0,3,0,1
전라남도,1253,242,24,0,15,0,0,0,0,3,0,0
전라남도,8016,920,77,4,43,2,2,1,0,4,2,4
전라남도,488,72,11,0,10,0,0,0,0,0,0,1
전라남도,1219,193,18,0,6,1,1,0,0,1,0,0
전라남도,561,107,4,0,6,1,0,0,0,2,1,1
전라남도,468,94,6,0,5,0,0,0,0,0,0,0
전라남도,615,97,12,1,4,0,0,1,1,1,1,1
전라남도,711,129,11,1,13,0,0,0,0,0,0,0
전라남도,1481,183,24,0,6,1,0,0,0,2,0,1
전라남도,810,218,16,0,4,0,0,0,0,0,0,0
전라남도,1632,368,30,0,6,1,0,0,0,0,0,1
전라남도,896,156,18,1,20,0,0,1,0,3,0,1
전라남도,6563,774,90,0,41,0,1,0,2,19,0,9
전라남도,591,94,19,0,7,2,0,0,0,1,0,2
전라남도,1040,180,15,0,11,0,0,0,0,2,0,0
전라남도,1003,161,19,0,15,0,0,0,2,0,1,1
전라남도,1288,210,23,1,18,0,0,1,0,2,0,2
전라남도,1158,192,20,1,7,1,0,0,0,2,0,1
전라남도,2457,209,25,0,14,1,0,1,0,5,0,3
전라남도,265,37,4,0,7,0,0,0,0,0,0,2
전라남도,614,71,8,0,10,0,0,0,0,1,0,0
전라남도,921,113,22,0,11,0,0,0,0,0,0,1
전라남도,1169,90,8,1,6,1,0,0,0,2,2,3
전라남도,381,61,6,0,6,0,0,0,1,0,0,0
전라남도,492,19,4,2,1,0,0,0,0,0,0,3
전라남도,206,15,1,0,2,0,0,0,0,2,0,1
전라남도,1255,89,15,1,3,2,1,0,1,3,1,4
전라남도,384,62,4,0,4,0,0,1,0,2,0,2
전라남도,157,30,2,0,0,0,0,0,0,1,0,0
전라남도,1090,102,9,3,2,0,1,0,0,4,1,5
전라남도,454,45,3,0,0,0,0,0,1,2,0,3
전라남도,334,52,7,0,7,0,0,0,0,1,2,3
전라남도,602,66,11,0,1,0,0,1,1,0,1,2
전라남도,255,25,6,0,0,0,0,0,0,0,0,1
전라남도,424,29,6,0,0,0,1,1,0,0,0,2
전라남도,103,17,2,0,0,0,0,1,0,0,0,1
전라남도,1422,115,15,2,2,1,0,0,0,0,2,6
전라남도,307,51,5,2,4,0,0,0,0,0,0,2
전라남도,244,33,9,1,1,1,0,0,0,0,1,0
전라남도,2250,219,37,1,14,2,1,1,0,5,0,2
전라남도,370,47,3,1,4,1,0,0,0,0,0,0
전라남도,315,39,4,0,1,0,0,0,1,0,2,0
전라남도,380,36,4,0,5,0,0,0,0,0,1,3
전라남도,1455,135,15,0,7,3,0,0,0,2,0,3
전라남도,175,37,1,0,1,0,0,0,0,0,0,0
전라남도,426,56,5,1,1,0,0,0,0,0,0,3
전라남도,5979,611,57,2,18,4,0,0,0,8,1,5
전라남도,775,99,6,1,7,0,0,0,0,0,0,1
전라남도,345,28,2,0,5,0,0,0,0,3,1,0
전라남도,1248,170,16,0,12,0,0,0,0,3,0,0
전라남도,1316,188,20,0,15,0,0,0,0,2,0,1
전라남도,1263,201,35,0,13,0,0,0,0,2,0,1
전라남도,1110,169,16,0,4,0,0,0,0,1,0,0
전라남도,1206,162,21,0,8,0,1,1,0,1,1,0
전라남도,1840,344,49,0,10,1,0,1,0,1,0,0
전라남도,1629,267,24,2,10,0,1,0,0,3,0,1
전라남도,1555,278,23,0,7,0,0,0,1,2,0,1
전라남도,2172,498,57,0,22,0,0,0,0,3,1,0
전라남도,3391,390,50,9,20,3,2,2,1,4,4,3
전라남도,296,40,4,0,7,0,0,1,0,0,0,0
전라남도,356,64,3,0,3,0,0,0,3,0,0,1
전라남도,1034,139,22,1,11,0,0,0,0,2,0,0
전라남도,1323,202,29,1,15,0,0,0,0,1,0,0
전라남도,394,53,3,0,2,0,0,1,0,1,0,1
전라남도,1199,130,11,0,3,0,0,1,0,16,0,3
전라남도,274,38,5,0,2,0,0,1,0,5,0,0
전라남도,372,41,0,0,3,0,0,0,1,16,0,1
전라남도,821,56,10,2,2,0,0,0,0,1,1,2
전라남도,200,28,3,0,0,0,0,0,1,0,0,0
전라남도,1747,200,25,1,7,0,2,0,0,3,0,5
전라남도,562,126,8,0,6,2,0,1,0,0,0,3
전라남도,2618,384,56,2,12,4,0,3,0,4,0,0
전라남도,378,92,8,2,5,0,0,0,0,0,0,0
전라남도,808,168,35,0,11,0,0,2,0,0,0,0
전라남도,7551,999,117,3,34,5,0,1,0,7,0,1
전라남도,367,86,12,2,9,0,0,1,0,2,0,1
전라남도,836,156,16,0,10,2,0,1,0,1,0,0
전라남도,512,85,14,0,5,0,0,0,0,1,0,0
전라남도,1253,231,29,2,17,0,0,2,0,0,0,0
전라남도,974,158,19,1,8,1,0,0,0,2,0,1
전라남도,1170,226,29,1,17,0,0,0,0,1,0,1
전라남도,837,125,22,0,4,0,0,0,0,2,0,0
전라남도,2235,250,35,1,14,0,0,0,0,3,1,1
전라남도,888,168,27,1,4,0,0,0,0,6,0,0
전라남도,202,37,3,0,1,0,0,0,0,0,0,0
전라남도,376,68,4,0,11,0,0,0,0,0,1,0
전라남도,9764,1026,112,1,54,1,1,0,0,9,1,6
전라남도,976,201,17,0,18,0,1,0,0,1,0,1
전라남도,1023,147,20,1,19,0,0,0,0,0,0,1
전라남도,1115,170,13,0,7,0,0,0,0,2,0,0
전라남도,903,189,17,0,5,0,0,1,0,2,0,1
전라남도,992,149,19,1,6,0,0,1,0,1,1,0
전라남도,983,155,15,0,13,0,0,0,0,0,0,0
전라남도,893,111,12,0,6,0,0,0,0,2,0,0
전라남도,1289,157,25,0,13,0,1,1,0,5,0,1
전라남도,1342,167,30,1,15,2,0,0,0,2,1,0
전라남도,1213,162,29,0,10,0,0,0,1,5,0,0
전라남도,1385,198,15,0,7,2,0,0,0,6,0,2
전라남도,3784,387,35,1,8,2,1,0,1,3,0,4
전라남도,345,59,5,0,5,0,0,0,0,0,0,0
전라남도,650,75,3,0,3,0,0,0,0,0,0,0
전라남도,952,140,13,0,10,1,0,0,0,0,0,0
전라남도,3014,325,35,2,14,0,0,1,0,9,0,2
전라남도,361,50,5,0,2,0,0,2,0,0,1,1
전라남도,445,75,8,0,6,0,0,0,0,2,0,0
전라남도,905,131,8,0,9,0,0,1,0,1,1,0
전라남도,1620,196,21,1,9,0,0,1,1,2,2,2
전라남도,457,73,9,1,6,0,0,0,0,3,0,0
전라남도,1442,193,28,1,7,0,0,1,1,1,0,0
전라남도,386,75,10,0,1,0,0,0,0,0,0,0
전라남도,2085,216,27,3,9,0,0,0,3,2,0,0
전라남도,541,102,18,1,9,0,0,2,0,1,1,1
전라남도,4723,466,51,0,14,1,0,1,0,7,1,3
전라남도,833,141,16,0,8,1,0,1,1,1,0,0
전라남도,496,54,5,0,7,0,0,0,0,0,0,1
전라남도,425,53,2,0,8,0,0,0,0,2,0,0
전라남도,1179,152,28,0,8,2,0,0,0,0,1,1
전라남도,1149,204,33,0,7,0,0,0,0,4,0,1
전라남도,8771,1198,117,3,55,1,2,2,2,7,2,4
전라남도,903,204,17,0,7,1,0,0,1,2,0,4
전라남도,639,105,17,0,6,0,0,0,0,1,0,0
전라남도,767,163,13,1,11,0,0,1,0,1,2,0
전라남도,842,147,11,0,6,0,0,0,0,2,0,0
전라남도,579,104,13,1,10,0,0,0,0,1,0,0
전라남도,589,70,4,1,8,0,0,0,1,0,1,0
전라남도,1053,197,28,0,16,0,0,0,0,3,1,1
전라남도,976,186,14,1,6,0,0,0,0,1,0,1
전라남도,1698,287,44,0,11,0,1,0,0,5,0,1
전라남도,902,289,11,0,5,0,0,0,0,0,0,0
전라남도,850,269,25,0,6,0,0,0,0,0,0,0
전라남도,8961,922,131,2,33,5,0,0,1,25,1,8
전라남도,1016,138,19,0,7,0,0,0,0,2,0,0
전라남도,764,160,15,0,10,1,0,1,1,2,0,0
전라남도,734,79,21,0,7,1,0,0,0,4,0,1
전라남도,827,145,14,0,6,0,0,1,0,0,0,1
전라남도,1078,170,37,0,7,0,0,0,0,4,1,0
전라남도,4132,361,38,0,19,1,0,0,1,2,1,9
전라남도,618,78,9,0,5,0,0,0,0,0,0,1
전라남도,1360,197,19,0,11,0,0,0,0,3,0,0
전라남도,241,17,1,0,0,0,0,1,0,0,1,2
전라남도,1210,70,10,1,1,0,0,1,0,1,1,4
전라남도,430,58,5,1,0,0,0,0,0,0,0,0
전라남도,1122,94,10,0,3,0,1,1,1,1,0,12
전라남도,217,20,4,0,5,0,0,1,0,0,0,0
전라남도,382,45,3,1,1,1,0,0,0,1,0,1
전라남도,626,42,3,0,2,1,1,1,0,0,1,4
전라남도,212,29,0,0,0,0,0,0,0,0,0,1
전라남도,1018,68,3,0,6,0,0,0,0,7,1,3
전라남도,377,42,6,0,1,0,0,0,0,1,1,2
전라남도,1068,57,3,0,4,1,1,0,1,3,1,4
전라남도,369,44,4,0,2,0,0,0,0,0,1,3
전라남도,1645,135,9,1,9,2,1,0,0,0,1,3
전라남도,596,90,11,1,11,0,0,1,0,2,0,0
전라남도,704,59,6,2,2,0,0,0,0,0,0,7
전라남도,265,26,3,0,2,1,0,0,0,2,0,1
전라남도,1579,102,7,0,5,3,2,0,2,8,0,1
전라남도,187,26,3,1,2,0,0,1,1,1,0,1
전라남도,376,32,5,1,2,0,0,0,0,0,0,0
전라남도,383,34,6,0,1,0,0,0,0,1,1,3
전라남도,1605,141,17,1,12,2,0,0,1,6,1,4
전라남도,217,39,4,0,3,0,0,0,0,0,1,1
전라남도,265,27,8,0,2,0,0,0,1,0,0,1
전라남도,300,27,4,0,0,0,0,0,1,0,1,1
전라남도,1654,155,14,0,5,0,0,1,0,2,0,2
전라남도,340,37,4,0,4,0,0,0,0,1,1,0
전라남도,90,12,0,0,0,0,0,0,0,0,0,1
전라남도,299,22,1,1,3,1,0,0,0,0,1,0
전라남도,702,76,8,4,2,0,0,1,3,4,1,7
전라남도,255,25,2,0,0,0,0,0,0,1,0,2
전라남도,1565,99,13,1,4,1,0,0,1,0,1,8
전라남도,473,58,4,0,5,0,3,0,0,1,0,0
전라남도,208,16,7,0,1,1,0,0,0,0,1,1
전라남도,1912,239,25,4,14,1,3,2,1,6,3,2
전라남도,576,111,13,0,8,0,0,1,0,2,0,1
전라남도,547,85,11,0,9,2,0,0,0,0,0,0
전라남도,668,102,9,1,12,0,0,0,0,0,0,0
전라남도,1219,108,13,0,8,0,0,0,1,3,0,0
전라남도,351,52,6,1,5,1,0,0,0,2,1,0
전라남도,1840,200,14,0,11,0,0,1,0,2,1,0
전라남도,371,55,4,0,5,0,0,0,0,2,0,0
전라남도,224,33,1,0,2,0,0,0,0,1,1,0
전라남도,314,27,4,0,3,0,0,0,0,2,0,0
전라남도,3261,395,34,2,18,1,0,0,0,8,1,4
전라남도,281,52,5,0,6,0,0,0,0,1,0,1
전라남도,387,72,7,0,5,0,0,0,0,0,0,0
전라남도,1163,172,19,0,9,0,1,0,0,4,1,0
전라남도,991,93,2,2,0,1,0,0,0,0,1,5
전라남도,227,16,2,0,4,0,0,1,0,0,0,0
전라남도,401,53,11,0,6,0,0,0,1,0,0,1
전라남도,1795,167,23,0,16,3,0,0,0,2,4,4
전라남도,548,84,9,0,12,0,0,0,0,1,0,3
전라남도,7935,1437,158,0,51,2,0,1,2,7,1,0
전라남도,1043,388,43,0,4,0,0,0,0,3,0,0
전라남도,1598,335,33,0,16,0,0,0,0,5,0,0
전라남도,882,214,18,1,8,0,0,0,1,1,1,1
전라남도,1531,248,39,0,9,1,0,1,0,6,1,0
전라남도,816,185,26,0,5,0,0,0,0,6,0,1
전라남도,1052,232,35,0,22,0,2,2,0,2,0,1
전라남도,7508,891,66,2,39,2,2,3,1,9,3,6
전라남도,922,117,11,0,10,0,0,0,0,3,1,0
전라남도,979,142,15,1,8,0,0,0,0,1,0,1
전라남도,351,55,3,0,6,0,0,0,0,0,0,1
전라남도,1258,189,15,1,8,0,0,0,0,1,0,1
전라남도,275,25,0,0,0,0,0,1,0,1,0,1
전라남도,278,20,3,0,3,0,0,0,1,4,2,3
전라남도,443,32,0,0,1,0,0,0,0,0,0,1
전라남도,995,176,25,0,12,0,0,2,0,1,0,1
전라남도,2064,262,40,3,27,0,0,0,1,4,2,1
전라남도,888,119,18,0,14,0,1,0,0,4,0,1
전라남도,1312,244,25,0,11,0,0,0,2,4,2,3
전라남도,1728,214,17,0,20,0,0,0,1,4,0,1
